timestamp,open,high,low,close,volume
2024-01-01 00:00:00,300.0,300.34,299.81,300.3,662535.72
2024-01-01 00:15:00,300.3,301.3,299.99,301.21,1244871.19
2024-01-01 00:30:00,301.21,301.38,300.79,300.93,811793.67
2024-01-01 00:45:00,300.93,301.72,300.36,300.65,798599.12
2024-01-01 01:00:00,300.65,300.74,299.77,300.04,975436.73
2024-01-01 01:15:00,300.04,300.23,299.01,299.19,1042882.58
2024-01-01 01:30:00,299.19,299.23,298.52,298.87,571203.68
2024-01-01 01:45:00,298.87,299.27,298.58,299.09,602163.0
2024-01-01 02:00:00,299.09,299.65,298.73,298.73,540819.42
2024-01-01 02:15:00,298.73,298.8,297.98,298.1,1187114.53
2024-01-01 02:30:00,298.1,298.81,297.7,298.22,1475723.48
2024-01-01 02:45:00,298.22,298.41,297.96,298.34,1427472.47
2024-01-01 03:00:00,298.34,298.43,297.83,298.27,1331810.83
2024-01-01 03:15:00,298.27,298.67,297.58,297.84,1057707.66
2024-01-01 03:30:00,297.84,298.15,297.64,298.04,508798.75
2024-01-01 03:45:00,298.04,298.57,297.77,298.4,1244042.26
2024-01-01 04:00:00,298.4,298.49,297.8,297.9,844844.11
2024-01-01 04:15:00,297.9,298.53,297.78,298.48,841283.39
2024-01-01 04:30:00,298.48,299.37,298.46,298.97,629662.97
2024-01-01 04:45:00,298.97,299.86,298.73,299.57,1082577.73
2024-01-01 05:00:00,299.57,300.04,298.76,299.55,525795.6
2024-01-01 05:15:00,299.55,300.46,299.23,300.04,1025149.63
2024-01-01 05:30:00,300.04,300.14,299.46,299.91,732000.09
2024-01-01 05:45:00,299.91,299.97,299.47,299.59,668075.11
2024-01-01 06:00:00,299.59,300.24,299.44,300.14,1418054.03
2024-01-01 06:15:00,300.14,300.86,300.09,300.45,1410422.66
2024-01-01 06:30:00,300.45,300.55,299.91,300.03,1336521.09
2024-01-01 06:45:00,300.03,300.83,299.05,299.15,743244.12
2024-01-01 07:00:00,299.15,299.39,298.9,298.95,1025773.71
2024-01-01 07:15:00,298.95,299.47,298.53,299.19,1483675.58
2024-01-01 07:30:00,299.19,299.2,298.02,298.04,572641.98
2024-01-01 07:45:00,298.04,299.65,297.96,299.51,775996.29
2024-01-01 08:00:00,299.51,299.86,299.15,299.49,738149.64
2024-01-01 08:15:00,299.49,300.18,299.07,299.94,1149334.19
2024-01-01 08:30:00,299.94,300.95,299.64,300.29,547122.3
2024-01-01 08:45:00,300.29,300.8,299.69,299.95,522438.68
2024-01-01 09:00:00,299.95,299.97,298.7,299.02,1227872.61
2024-01-01 09:15:00,299.02,299.49,298.97,299.3,643559.45
2024-01-01 09:30:00,299.3,299.4,298.59,298.83,1337856.57
2024-01-01 09:45:00,298.83,299.24,297.34,298.1,760114.68
2024-01-01 10:00:00,298.1,298.49,297.73,298.25,1232327.77
2024-01-01 10:15:00,298.25,298.44,297.1,297.47,599566.59
2024-01-01 10:30:00,297.47,297.85,296.91,297.64,1158713.42
2024-01-01 10:45:00,297.64,298.14,297.36,297.92,744235.75
2024-01-01 11:00:00,297.92,298.86,297.63,298.61,1184437.0
2024-01-01 11:15:00,298.61,299.12,298.57,298.86,874879.33
2024-01-01 11:30:00,298.86,299.1,298.3,298.33,1416811.47
2024-01-01 11:45:00,298.33,298.89,298.17,298.53,1009478.13
2024-01-01 12:00:00,298.53,299.34,298.19,298.37,784905.1
2024-01-01 12:15:00,298.37,298.39,297.82,297.86,688718.49
2024-01-01 12:30:00,297.86,298.07,296.29,296.44,1533693.74
2024-01-01 12:45:00,296.44,296.57,295.14,295.37,916807.52
2024-01-01 13:00:00,295.37,295.63,293.37,293.43,1530540.58
2024-01-01 13:15:00,293.43,293.62,289.12,289.63,674605.86
2024-01-01 13:30:00,289.63,289.96,288.79,288.89,1227352.07
2024-01-01 13:45:00,288.89,289.6,288.49,289.32,805386.81
2024-01-01 14:00:00,289.32,289.8,289.17,289.65,1312839.75
2024-01-01 14:15:00,289.65,298.1,289.36,297.71,1656306.19
2024-01-01 14:30:00,297.71,297.93,295.83,296.06,1137824.43
2024-01-01 14:45:00,296.06,296.07,294.45,294.61,1093677.39
2024-01-01 15:00:00,294.61,295.82,294.47,295.35,642674.83
2024-01-01 15:15:00,295.35,297.5,295.31,297.03,756705.9
2024-01-01 15:30:00,297.03,297.1,294.39,294.41,1132657.79
2024-01-01 15:45:00,294.41,294.81,291.75,291.99,1597060.9
2024-01-01 16:00:00,291.99,292.04,286.19,286.38,1119264.64
2024-01-01 16:15:00,286.38,287.7,285.91,287.48,699010.57
2024-01-01 16:30:00,287.48,287.66,285.02,285.52,1239085.72
2024-01-01 16:45:00,285.52,285.7,285.05,285.59,1114387.25
2024-01-01 17:00:00,285.59,285.73,280.9,281.26,592349.61
2024-01-01 17:15:00,281.26,281.33,278.3,278.82,649614.7
2024-01-01 17:30:00,278.82,279.11,270.69,270.76,1158443.4
2024-01-01 17:45:00,270.76,271.18,266.89,267.24,616096.82
2024-01-01 18:00:00,267.24,269.91,266.93,269.52,1257532.36
2024-01-01 18:15:00,269.52,269.58,268.72,268.74,1117459.98
2024-01-01 18:30:00,268.74,268.91,267.75,268.17,978298.21
2024-01-01 18:45:00,268.17,268.36,264.7,264.71,1000432.24
2024-01-01 19:00:00,264.71,264.88,264.46,264.52,1354989.65
2024-01-01 19:15:00,264.52,264.68,262.59,262.68,1279838.68
2024-01-01 19:30:00,262.68,263.86,262.46,263.78,814854.99
2024-01-01 19:45:00,263.78,264.46,263.59,264.32,1333455.36
2024-01-01 20:00:00,264.32,264.35,263.14,263.48,867433.58
2024-01-01 20:15:00,263.48,263.89,261.33,261.44,1351551.29
2024-01-01 20:30:00,261.44,263.4,261.27,263.39,955392.34
2024-01-01 20:45:00,263.39,263.46,261.79,261.95,1529556.31
2024-01-01 21:00:00,261.95,262.1,261.15,261.36,810852.04
2024-01-01 21:15:00,261.36,265.27,261.05,264.95,1424439.5
2024-01-01 21:30:00,264.95,265.65,264.95,265.48,568670.67
2024-01-01 21:45:00,265.48,266.04,262.31,262.78,1528945.2
2024-01-01 22:00:00,262.78,262.86,260.15,260.26,1225611.48
2024-01-01 22:15:00,260.26,260.37,258.25,258.3,1421129.06
2024-01-01 22:30:00,258.3,258.36,256.18,256.55,1401653.86
2024-01-01 22:45:00,256.55,256.72,252.55,252.9,666706.23
2024-01-01 23:00:00,252.9,253.27,252.55,252.77,614331.33
2024-01-01 23:15:00,252.77,252.84,251.68,251.68,1010114.55
2024-01-01 23:30:00,251.68,251.89,251.45,251.58,1468288.11
2024-01-01 23:45:00,251.58,254.28,251.37,253.91,1495357.57
2024-01-02 00:00:00,253.91,253.91,253.58,253.6,1487040.84
2024-01-02 00:15:00,253.6,254.18,251.17,251.27,1305567.18
2024-01-02 00:30:00,251.27,255.04,251.05,254.85,623038.64
2024-01-02 00:45:00,254.85,254.88,254.21,254.46,1137307.19
2024-01-02 01:00:00,254.46,254.61,253.32,253.86,1109218.34
2024-01-02 01:15:00,253.86,254.34,253.48,253.58,1328286.44
2024-01-02 01:30:00,253.58,253.7,252.58,252.92,1469888.57
